pygame 2.6.0 (SDL 2.28.4, Python 3.12.4)
Hello from the pygame community. https://www.pygame.org/contribute.html
100
100
         12397737 function calls (12376331 primitive calls) in 13.219 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 optimizer.py:49(_RequiredParameter)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:460(default_pg)
        1    0.000    0.000    0.000    0.000 _utils.py:673(ExceptionWrapper)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 proxy.py:331(GraphAppendingTracer)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1404(CosineAnnealingWarmRestarts)
        1    0.000    0.000    0.000    0.000 _pytree.py:1394(_DummyLeaf)
        1    0.000    0.000    0.000    0.000 mock.py:348(_CallList)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:95(DataDependentOutputException)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 argparse.py:1129(_HelpAction)
        1    0.000    0.000    0.000    0.000 utils.py:110(lazy_property)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:85(UnsupportedFakeTensorException)
        1    0.000    0.000    0.000    0.000 argparse.py:1714(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 mock.py:3011(_AsyncIterator)
        1    0.000    0.000    0.000    0.000 serialization.py:480(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 api.py:87(AllGatherStates)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:362(StepLR)
        1    0.000    0.000    0.000    0.000 _directory_reader.py:12(_HasStorage)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:100(UnsupportedOperatorException)
        1    0.000    0.000    0.000    0.000 __init__.py:59(_DistributedPdb)
        1    0.000    0.000    0.000    0.000 request.py:1046(HTTPBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 arrayprint.py:514(_recursive_guard)
        1    0.000    0.000    0.000    0.000 __init__.py:1217(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:1588(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 {method 'co_positions' of 'code' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:31(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_wchar_p)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 more.py:3299(_IChunk)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 loss.py:861(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 _contextlib.py:146(_NoParamDecoratorContextManager)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 connection.py:992(XmlListener)
        1    0.000    0.000    0.000    0.000 tarfile.py:710(ExFileObject)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 _import_utils.py:30(import_dill)
        1    0.000    0.000    0.000    0.000 __init__.py:43(cuFFTPlanCacheAttrContextProp)
        1    0.000    0.000    0.000    0.000 request.py:1222(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 tarfile.py:743(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 streamreader.py:8(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 jiterator.py:10(_CodeParser)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 sprite.py:251(WeakSprite)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:193(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 structures.py:7(DataChunkDF)
        1    0.000    0.000    0.000    0.000 constraints.py:443(_Multinomial)
        1    0.000    0.000    0.000    0.000 __init__.py:1245(_WrappedTritonKernel)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        3    0.000    0.000    0.000    0.000 __init__.py:216(is_initialized)
        1    0.000    0.000    0.000    0.000 impl.py:329(impl_factory)
        2    0.000    0.000    0.000    0.000 _state.py:42(__bool__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:855(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 core.py:392(RewardWrapper)
        1    0.000    0.000    0.000    0.000 pickletools.py:174(ArgumentDescriptor)
        1    0.000    0.000    0.000    0.000 pooling.py:949(LPPool2d)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:350(_reduce_op)
        1    0.000    0.000    0.000    0.000 error.py:117(InvalidRequestError)
        1    0.000    0.000    0.000    0.000 __init__.py:980(_ReqExtras)
        1    0.000    0.000    0.000    0.000 impl.py:45(custom_op)
        1    0.000    0.000    0.000    0.000 _recursive.py:155(SourceContext)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:176(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 instancenorm.py:167(LazyInstanceNorm1d)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 client.py:183(HTTPMessage)
        1    0.000    0.000    0.000    0.000 pathlib.py:174(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:156(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 _parser.py:27(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:229(Splitter)
        1    0.000    0.000    0.000    0.000 constraints.py:306(_IntegerGreaterThan)
        1    0.000    0.000    0.000    0.000 worker.py:51(ManagerWatchdog)
        1    0.000    0.000    0.000    0.000 abc.py:52(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:529(LinearLR)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 mock.py:2149(NonCallableMagicMock)
        1    0.000    0.000    0.000    0.000 api.py:470(RRef)
        1    0.000    0.000    0.000    0.000 __init__.py:750(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_char_p)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:145(_Sentinel)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 _utils.py:666(KeyErrorMessage)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 fused.py:13(ConvReLU1d)
        1    0.000    0.000    0.000    0.000 graph.py:550(_swap_with_cloned)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1942(close)
        1    0.000    0.000    0.000    0.000 loss.py:1002(SoftMarginLoss)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 instancenorm.py:90(InstanceNorm1d)
        1    0.000    0.000    0.000    0.000 parameter.py:202(UninitializedBuffer)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 simple_registry.py:34(SimpleOperatorEntry)
        1    0.000    0.000    0.000    0.000 profiler.py:872(EnforceUnique)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:1936(_IllegalWork)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:1124(_ConvTransposeMixin)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 error.py:180(NoAsyncCallError)
        1    0.000    0.000    0.000    0.000 _internal.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 activation.py:271(Sigmoid)
        1    0.000    0.000    0.000    0.000 package_importer.py:675(_ModuleNode)
        1    0.000    0.000    0.000    0.000 __init__.py:346(DeprecatedNonAbstract)
        1    0.000    0.000    0.000    0.000 utils.py:34(MatchAllNode)
        1    0.000    0.000    0.000    0.000 __init__.py:32(_is_compiled)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:415(MultiStepLR)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 __init__.py:276(ResolutionError)
        3    0.000    0.000    0.000    0.000 typing.py:533(__repr__)
        1    0.000    0.000    0.000    0.000 mock.py:41(InvalidSpecError)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:188(FunctionalizeInterpreter)
        1    0.000    0.000    0.000    0.000 argparse.py:949(_StoreAction)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 constraints.py:286(_IntegerLessThan)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 _trace.py:300(TracingCheckError)
        1    0.000    0.000    0.000    0.000 request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:338(FileHash)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:881(ChainedScheduler)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1494(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 fused.py:141(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 tarfile.py:738(SpecialFileError)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:804(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1486(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 pooling.py:1107(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 streams.py:117(ExternalStream)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:1108(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 __init__.py:2014(EggMetadata)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:448(RClass)
        1    0.000    0.000    0.000    0.000 model.py:1490(is_functional_fn)
        1    0.000    0.000    0.000    0.000 case.py:335(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 random.py:903(seed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 plistlib.py:448(InvalidFileException)
        1    0.000    0.000    0.000    0.000 __init__.py:3029(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:327(_unspecified)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 utils.py:226(CallbackIOWrapper)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 constraints.py:353(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 _utils.py:835(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 pooling.py:1003(LPPool3d)
        1    0.000    0.000    0.000    0.000 codeop.py:132(CommandCompiler)
        1    0.000    0.000    0.000    0.000 __init__.py:2124(NoDists)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:601(ExponentialLR)
        1    0.000    0.000    0.000    0.000 serialization.py:57(SourceChangeWarning)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 argparse.py:702(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 frontend.py:401(Builder)
        1    0.000    0.000    0.000    0.000 constraints.py:247(_OneHot)
        1    0.000    0.000    0.000    0.000 net_min_base.py:32(FxNetMinimizerBadModuleError)
        1    0.000    0.000    0.000    0.000 dataframes.py:205(CaptureCall)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3112(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 datapipes.py:18(DataFramesAsTuplesPipe)
        1    0.000    0.000    0.000    0.000 dataframes.py:169(CaptureF)
        1    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 variable.py:8(VariableMeta)
        1    0.000    0.000    0.000    0.000 batchnorm.py:315(LazyBatchNorm1d)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 dropout.py:24(Dropout)
        1    0.000    0.000    0.000    0.000 function.py:682(InplaceFunction)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:164(__init__)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1377(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 decoder.py:114(ImageHandler)
        1    0.000    0.000    0.000    0.000 instancenorm.py:399(LazyInstanceNorm3d)
        1    0.000    0.000    0.000    0.000 serialization.py:423(_open_file)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 dataframes.py:43(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1131(_BaseConstants)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1449(NoDefaultTypeMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:166(c_short)
        1    0.000    0.000    0.000    0.000 mock.py:1079(_AnyComparer)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 datapipes.py:110(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 operator_schemas.py:44(_FakeGlobalNamespace)
        1    0.000    0.000    0.000    0.000 overrides.py:1953(BaseTorchFunctionMode)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(TarError)
        1    0.000    0.000    0.000    0.000 dataloader.py:82(_InfiniteConstantSampler)
        1    0.000    0.000    0.000    0.000 dataframes.py:360(CaptureInitial)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:169(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 impl.py:230(_has_impl)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:750(PolynomialLR)
        1    0.000    0.000    0.000    0.000 datapipes.py:41(ConcatDataFramesPipe)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 context.py:242(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:242(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 pdb.py:120(_rstr)
        1    0.000    0.000    0.000    0.000 _symbolic_trace.py:196(PHBase)
        1    0.000    0.000    0.000    0.000 pooling.py:246(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:159(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 more.py:4111(countable)
        1    0.000    0.000    0.000    0.000 profiler.py:742(emit_nvtx)
        1    0.000    0.000    0.000    0.000 _array_like.py:160(_UnknownType)
        1    0.000    0.000    0.000    0.000 _comparison.py:390(ObjectPair)
        1    0.000    0.000    0.000    0.000 __init__.py:199(c_double)
        1    0.000    0.000    0.000    0.000 argparse.py:984(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 pooling.py:1149(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 argparse.py:1342(Namespace)
        1    0.000    0.000    0.000    0.000 simple_registry.py:22(__init__)
        1    0.000    0.000    0.000    0.000 configparser.py:182(NoSectionError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 datapipe.py:214(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 gradcheck.py:26(GradcheckError)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:202(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 datapipes.py:29(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 pooling.py:1203(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 requirements.py:14(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 request.py:1240(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:95(is_available)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 _iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 case.py:202(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 fused.py:88(ConvBnReLU3d)
        1    0.000    0.000    0.000    0.000 numerictypes.py:363(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 sprite.py:642(Group)
        1    0.000    0.000    0.000    0.000 pooling.py:1270(AdaptiveAvgPool3d)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:550(CClass)
        1    0.000    0.000    0.000    0.000 __init__.py:176(FuncResult)
        1    0.000    0.000    0.000    0.000 mock.py:401(Base)
        1    0.000    0.000    0.000    0.000 constraints.py:371(_LessThan)
        1    0.000    0.000    0.000    0.000 unix_events.py:809(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 constraints.py:410(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 abc.py:68(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 argparse.py:1178(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:731(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 constraints.py:236(_Boolean)
        1    0.000    0.000    0.000    0.000 __init__.py:372(device_of)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:429(__init__)
        1    0.000    0.000    0.000    0.000 serialization.py:437(_open_buffer_writer)
        1    0.000    0.000    0.000    0.000 dataframes.py:324(CaptureSub)
        1    0.000    0.000    0.000    0.000 context.py:311(ForkServerContext)
        1    0.000    0.000    0.000    0.000 tarfile.py:726(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 spawn.py:191(SpawnContext)
        1    0.000    0.000    0.000    0.000 mock.py:2856(_SpecState)
        1    0.000    0.000    0.000    0.000 activation.py:1397(Softsign)
        1    0.000    0.000    0.000    0.000 argparse.py:765(ArgumentError)
        1    0.000    0.000    0.000    0.000 dataframes.py:282(CaptureSetItem)
        1    0.000    0.000    0.000    0.000 dataframes.py:268(CaptureGetItem)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 argparse.py:1041(_AppendAction)
        1    0.000    0.000    0.000    0.000 profiler_util.py:775(MemRecordsAcc)
        1    0.000    0.000    0.000    0.000 typing.py:3033(<lambda>)
        1    0.000    0.000    0.000    0.000 instancenorm.py:283(LazyInstanceNorm2d)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 profiler_util.py:420(Interval)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 __init__.py:178(c_ulong)
        1    0.000    0.000    0.000    0.000 argparse.py:1079(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 worker.py:119(_IterableDatasetStopIteration)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:680(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 __init__.py:67(_256Bit)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 __init__.py:1989(PathMetadata)
        1    0.000    0.000    0.000    0.000 utils.py:131(_lazy_property_and_property)
        1    0.000    0.000    0.000    0.000 sprite.py:671(RenderUpdates)
        1    0.000    0.000    0.000    0.000 serialization.py:454(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 mock.py:2412(AsyncMock)
        1    0.000    0.000    0.000    0.000 batchnorm.py:428(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 _comparison.py:307(UnsupportedInputs)
        1    0.000    0.000    0.000    0.000 datapipes.py:82(FilterDataFramesPipe)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:163(JitTypeTraceStore)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 batchnorm.py:237(BatchNorm1d)
        1    0.000    0.000    0.000    0.000 __init__.py:191(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:113(PEP440Warning)
        1    0.000    0.000    0.000    0.000 events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 _guards.py:128(GuardBuilderBase)
        1    0.000    0.000    0.000    0.000 dataframes.py:311(CaptureMul)
        1    0.000    0.000    0.000    0.000 error.py:5(Error)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:210(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 dataframes.py:178(CaptureA)
        1    0.000    0.000    0.000    0.000 _ops.py:946(_PyOpNamespace)
        1    0.000    0.000    0.000    0.000 __init__.py:122(cuBLASModule)
        1    0.000    0.000    0.000    0.000 activation.py:335(Tanh)
        1    0.000    0.000    0.000    0.000 _typing.py:22(GenericMeta)
        1    0.000    0.000    0.000    0.000 serialization.py:431(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 context.py:303(ForkContext)
        1    0.000    0.000    0.000    0.000 fused.py:151(ConvAddReLU2d)
        1    0.000    0.000    0.000    0.000 datapipe.py:386(_MapDataPipeSerializationWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:1106(_CountAction)
        1    0.000    0.000    0.000    0.000 gzip.py:120(BadGzipFile)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 constraints.py:524(_Symmetric)
        1    0.000    0.000    0.000    0.000 tarfile.py:731(OutsideDestinationError)
        1    0.000    0.000    0.000    0.000 constraints.py:462(_LowerTriangular)
        1    0.000    0.000    0.000    0.000 argparse.py:1276(_ExtendAction)
        1    0.000    0.000    0.000    0.000 dataframes.py:39(CaptureControl)
        1    0.000    0.000    0.000    0.000 fused.py:125(LinearLeakyReLU)
        1    0.000    0.000    0.000    0.000 datapipes.py:58(ShuffleDataFramesPipe)
        1    0.000    0.000    0.000    0.000 _iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 util.py:388(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 dropout.py:62(Dropout1d)
        1    0.000    0.000    0.000    0.000 importer.py:16(ObjNotFoundError)
        1    0.000    0.000    0.000    0.000 argparse.py:1007(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 __init__.py:174(c_long)
        1    0.000    0.000    0.000    0.000 mock.py:1217(Mock)
        1    0.000    0.000    0.000    0.000 package_exporter.py:120(EmptyMatchError)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 _script.py:275(ScriptMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:3128(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_128Bit)
        1    0.000    0.000    0.000    0.000 utils.py:15(InvalidName)
        1    0.000    0.000    0.000    0.000 _script.py:365(ConstMap)
        1    0.000    0.000    0.000    0.000 client.py:1482(HTTPException)
        1    0.000    0.000    0.000    0.000 exceptions.py:97(TooHardError)
        1    0.000    0.000    0.000    0.000 batchnorm.py:539(LazyBatchNorm3d)
        1    0.000    0.000    0.000    0.000 instancenorm.py:204(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 __init__.py:247(c_void_p)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 fused.py:62(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 __init__.py:187(c_int)
        1    0.000    0.000    0.000    0.000 context.py:307(SpawnContext)
        1    0.000    0.000    0.000    0.000 activation.py:797(LogSigmoid)
        1    0.000    0.000    0.000    0.000 error.py:113(APIConnectionError)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 error.py:28(VersionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:195(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:13(_PyFutureMeta)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:203(c_longdouble)
        1    0.000    0.000    0.000    0.000 case.py:34(_ShouldStop)
        1    0.000    0.000    0.000    0.000 __init__.py:14(_Await)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 instancenorm.py:321(InstanceNorm3d)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 pdb.py:91(Restart)
        1    0.000    0.000    0.000    0.000 fused.py:29(ConvReLU3d)
        1    0.000    0.000    0.000    0.000 fused.py:37(LinearReLU)
        1    0.000    0.000    0.000    0.000 dataframes.py:298(CaptureAdd)
